,0
4977,"[7/2/20, 2:24:00 PM] Joe: ahha for sure
"
4978,"[7/2/20, 2:25:55 PM] Joe: How? Freak out?
"
4979,"[7/2/20, 2:25:58 PM] Joe: hahaha
"
4980,"[7/2/20, 2:26:13 PM] Joe: I'm going to be the best mime in the world
"
4981,"[7/2/20, 2:30:13 PM] Joe: Hahaha i like it. Totally fine with me 😂
"
4982,"[7/2/20, 2:40:33 PM] Joe: I'm really excited. Things are falling into place, except the possibility of another quarantine. But i have the passport coming and now i got my remote job.
"
4983,"[7/2/20, 2:40:46 PM] Joe: I wish i could just go today hahah mother fuckers
"
4984,"[7/2/20, 2:41:14 PM] Joe: I'm trying to read all these different things about the project i'm supposed to do for the guy haha
"
4985,"[7/2/20, 2:41:25 PM] Joe: https://gaugr.com/gaugrtools
"
4986,"[7/2/20, 2:41:39 PM] Joe: this is the tool or whatever that i'm going to work on
"
4987,"[7/2/20, 2:58:31 PM] Joe: We’ve been talking a lot still I think. Just not as much as the beginning of quarantine haha. I was talking to you all day every day
"
4988,"[7/2/20, 3:09:14 PM] Joe: haha for sure! I have a really big album full of the videos and pictures you send me
"
4989,"[7/2/20, 3:10:14 PM] Joe: That's very true. I guess i've already asked a lot of the main things i wanted to know about you. We kind of skipped the small talk but now we can't escape it hahah
"
4990,"[7/2/20, 3:11:02 PM] Joe: I'll have to think of some deep dark secret or something to tell you. Spice it up haha. Or i need to come up with some good questions.
"
4991,"[7/2/20, 3:19:54 PM] Joe: Yeah i like the same things about you. My mom was asking me what i like about you and that was basically the list i gave her. The way you look at life and your personality. I like to hear you laugh and i'm always smiling when i listen to the audio clips you send or watch the videos. Standing there like an idiot smiling with my phone in my hand hahah 😂😂
"
4992,"[7/2/20, 3:20:17 PM] Joe: Don't even understand half of what i'm hearing too haha
"
4993,"[7/2/20, 3:21:36 PM] Joe: But you seem ""lighthearted"" to me. And the fact that you would even entertain the idea of me visiting you and how you pursued me, i find it all very interesting haha
"
4994,"[7/2/20, 3:46:00 PM] Joe: Hahah i try to speak slowly and clearly as i can. Sometimes i forget. And the mask makes it extra difficult to understand me i'm sure
"
4995,"[7/2/20, 3:47:01 PM] Joe: It's funny, when you talk fast, the first time i listen i don't hear anything haha but after i pick up the words i can't stop hearing it when i listen again. Practicing listening to you really helps
"
4996,"[7/2/20, 3:48:24 PM] Joe: Haha you were definitely good at making me nervous at the beginning. Always making me do stuff a little outside of my normal
"
4997,"[7/2/20, 3:48:54 PM] Joe: It was good though. It made it fun. Like when you started asking me to send you audio in spanish 😂 oh god
"
4998,"[7/2/20, 3:49:17 PM] Joe: I would try so hard to not sound absolutely ridiculous haha
"
4999,"[7/2/20, 3:49:24 PM] Joe: ronronear
"
5000,"[7/2/20, 3:51:13 PM] Joe: Haha yeah like going in the water so early in the morning
"
5001,"[7/2/20, 3:51:21 PM] Joe: oooh that was so cold haha
"
5002,"[7/2/20, 3:51:30 PM] Joe: It was nice though
"
5003,"[7/2/20, 3:52:15 PM] Joe: I bet that helped a lot. I was your window into the outside world.
"
5004,"[7/2/20, 3:52:46 PM] Joe: Aaaaah hahaha i forgot about that one hahahaha
"
5005,"[7/2/20, 3:52:47 PM] Joe: shit
"
5006,"[7/2/20, 3:53:12 PM] Joe: Well...i told you i'd send you a video of those things, so i did
"
5007,"[7/2/20, 3:54:46 PM] Joe: I don't know why but when i watch a video you send from WhatsApp it downloads it to my phone. So i made an album with all the stuff you send me. Easy to find...i'll save them for when i need to embarrass you haha
"
5008,"[7/2/20, 3:55:13 PM] Joe: Just kidding i wouldn't do that, don't stop sending videos😂
"
5009,"[7/2/20, 3:56:24 PM] Joe: What? Which one?
"
5010,"[7/2/20, 3:59:39 PM] Joe: Hahahahaha shiiiiit
"
5011,"[7/2/20, 3:59:51 PM] Joe: I knew i shouldn't have sent those 😂
"
5012,"[7/2/20, 4:00:22 PM] Joe: Seriously that's the first time i've every taken a picture and sent it to someone like that haha
"
5013,"[7/2/20, 4:01:15 PM] Joe: Oh yeah, spitfire haha
"
5014,"[7/2/20, 4:01:42 PM] Joe: Wait did I? I don't remember hahaha
"
5015,"[7/2/20, 4:02:03 PM] Joe: Haha i don't know how you convinced me to do so much from so far away
"
5016,"[7/2/20, 4:02:46 PM] Joe: 🙉🙈🙈 Aaaaah hahah delete them 😂
"
5017,"[7/2/20, 4:05:32 PM] Joe: Oh i know the one
"
5018,"‎[7/2/20, 4:05:44 PM] Joe: ‎GIF omitted
"
5019,"[7/2/20, 4:05:53 PM] Joe: My favorite hahah
"
5020,"[7/2/20, 4:07:58 PM] Joe: Hahahaha that was so strange to me when you asked that. I was thinking to myself, ""what kind of vibes am i giving off here!?""
"
5021,"[7/2/20, 4:11:15 PM] Joe: Saaame
"
5022,"[7/2/20, 4:12:25 PM] Joe: Damn i like how i've done things with you that i haven't done with anyone else haha. All cause of the distance. But it's such a different way of getting to know someone. There is literally no option to skip the talking part of it all
"
5023,"[7/2/20, 4:14:20 PM] Joe: No i don't feel uncomfortable with it. I enjoyed it haha
"
5024,"[7/2/20, 4:15:15 PM] Joe: I must really like you to be convinced to do it in the first place though haha. Shit, i didn't even have WhatsApp until you told me to download it so we could get off instagram
"
5025,"[7/2/20, 4:16:16 PM] Joe: Exactly 😊
"
5026,"[7/2/20, 4:17:59 PM] Joe: Oh sorry haha to be convinced to have ""WhatsApp sex"" in the first place hahah
"
5027,"[7/2/20, 4:19:00 PM] Joe: Hahah i only got super horny because you sent me sexy videos. Mmmmm very sexy videos lasnjdob
"
5028,"[7/2/20, 4:20:35 PM] Joe: I'll try to take the initiative sometime haha sorry, i'm not great at that from a distance.
"
5029,"[7/2/20, 4:21:38 PM] Joe: Haha that dog loves to cuddle with you
"
5030,"[7/2/20, 4:24:20 PM] Joe: Hella sweet!
"
5031,"[7/2/20, 4:24:42 PM] Joe: Also, i don't know how the hell i didn't notice you have a nose ring until now hahah
"
5032,"[7/2/20, 4:25:31 PM] Joe: Mmm hahah you make this difficult for me 😂
"
5033,"[7/2/20, 4:26:09 PM] Joe: You need a better camera 😂😂
"
5034,"[7/2/20, 4:26:42 PM] Joe: Just kidding haha i'm sorry i never noticed your nose ring 🙃
"
5035,"[7/2/20, 4:27:16 PM] Joe: I don't know why i never saw it...i'm blind. It's cute though 🤷‍♂️
"
5036,"[7/2/20, 4:27:53 PM] Joe: Hahahaha don't beat me up
"
5037,"[7/2/20, 4:29:07 PM] Joe: Haha rocked that kangaroo
"
5038,"[7/2/20, 4:29:50 PM] Joe: The kangaroo looks like it wants to beat that dudes ass haha good gif
"
5039,"[7/2/20, 4:33:13 PM] Joe: I'm totally not jealous of your dog right now ahha
"
5040,"[7/2/20, 4:33:36 PM] Joe: And did you flip me off?? hahaha
"
5041,"[7/2/20, 4:36:19 PM] Joe: Haha yeah you look trapped
"
5042,"[7/2/20, 4:36:40 PM] Joe: But it's so cute haha the dog with it's arm on you. Lot's of love
"
5043,"[7/2/20, 4:43:33 PM] Joe: I want some animals to cuddle with me haha. Dookie still isn’t feeling well so he isn’t having any of my shit when I try to get him to sit near me
"
5044,"[7/2/20, 4:44:21 PM] Joe: Hah there won’t be any room for me when the dogs are around
"
5045,"‎[7/2/20, 4:45:36 PM] Joe: ‎video omitted
"
5046,"[7/2/20, 4:46:09 PM] Joe: Those are his favorite treats and he is usually a little fatty so he must not be feeling well since he isn’t really eating
"
5047,"[7/2/20, 4:47:22 PM] Joe: True. I love socks.
"
5048,"[7/2/20, 4:48:23 PM] Joe: Oh yeah, they didn’t really find much. They ended up saying he has acid reflex or something like that. But then he had another appointment and might have some kind of infection
"
5049,"[7/2/20, 4:48:54 PM] Joe: Naaaaah, the best
"
5050,"[7/2/20, 4:49:28 PM] Joe: Yeah I don’t know what’s wrong with him but he has an attitude and doesn’t like to be touched right now but usually he doesn’t mind
"
5051,"[7/2/20, 4:51:54 PM] Joe: Yeah poor little dude. He is super grumpy haha
"
5052,"‎[7/2/20, 4:52:04 PM] Joe: ‎GIF omitted
"
5053,"‎[7/2/20, 4:52:36 PM] Joe: ‎video omitted
"
5054,"[7/2/20, 4:57:04 PM] Joe: That’s all of the pets here. Socks and Biggie are my friends dogs.
"
5055,"[7/2/20, 4:57:46 PM] Joe: Oh yeah Elvis has super long hair and leaves it everywhere. He’s a cool cat though. Let’s you pick him up and carry him like a baby hahah
"
5056,"[7/2/20, 4:58:54 PM] Joe: Hahahhh whoops 😂
"
5057,"‎[7/2/20, 5:05:18 PM] Joe: ‎video omitted
"
5058,"[7/2/20, 5:05:30 PM] Joe: Here is a video of my ugly face 😚
"
5059,"[7/2/20, 5:28:37 PM] Joe: I honestly don’t have a good grasp on how much English you know haha I know that you know some for sure. I guess it’s hard to describe how much you know and don’t know.
"
5060,"[7/2/20, 5:29:07 PM] Joe: I wonder if you know more english than I know spanish 🤔
"
5061,"[7/2/20, 5:38:00 PM] Joe: Well if I’m coming to Spain I’ll probably have more spanish than you have english eventually. But then if you want to come to the US to see me you’ll need to learn more engliiish
"
5062,"[7/2/20, 5:38:16 PM] Joe: So you can go to Hawaii hahaha
"
5063,"[7/2/20, 5:38:56 PM] Joe: I’m looking forward to visiting you in Spain but it would be the dream to be on an island with you somewhere in the world haha. One day
"
5064,"[7/2/20, 5:42:58 PM] Joe: You’ll just have to have a “green card marriage” hahaha
"
5065,"[7/2/20, 5:43:05 PM] Joe: Just kidding just kidding
"
5066,"[7/2/20, 5:44:06 PM] Joe: I’m sure you’ll be able to come at least to visit someday. Fuck Trump haha
"
5067,"[7/2/20, 5:44:47 PM] Joe: We’ll go on the tv show “90 day fiancé” 😂
"
5068,"[7/2/20, 5:47:29 PM] Joe: Hahahahaha
"
5069,"[7/2/20, 5:47:35 PM] Joe: I’m just kidding
"
5070,"[7/2/20, 5:47:55 PM] Joe: That would be siiiick. Perfect place with the mix of spanish and english hahah
"
5071,"[7/2/20, 5:49:02 PM] Joe: For sure! She likes that show too much haha. It’s funny to watch it now that I’ve been talking to you for so long
"
5072,"[7/2/20, 5:49:52 PM] Joe: Sometimes I think what we’re doing is crazy...but then I see that show hahaha
"
5073,"[7/2/20, 5:51:25 PM] Joe: Ooooh it’s a crazy show haha. The person will go to another country to meet someone they have never met. Then they have to get married in 90 days or the person would have to go back to their country
"
5074,"[7/2/20, 5:52:39 PM] Joe: Oh yeah definitely.
"
5075,"[7/2/20, 5:53:09 PM] Joe: But yeah, the show is wild. I’m sure much of it is staged but supposedly some of the people really get married
"
5076,"[7/2/20, 5:56:01 PM] Joe: Haha oh that’ll be good. I’m looking forward to hearing your reaction.
"
5077,"[7/2/20, 5:56:59 PM] Joe: Damn I wonder what TV is like in other places now. Hopefully I’ll be finding out soon enough but I never really thought about the differences in TV around the world
"
5078,"[7/2/20, 6:00:46 PM] Joe: Are you watching already?
"
5079,"[7/2/20, 6:02:45 PM] Joe: Hahaha i haven’t seen a lot of the people but I didn’t like the ones that I saw very much
"
5080,"[7/2/20, 6:04:44 PM] Joe: Hahah you’re just going to judge all the people 😂 I wonder why they decide to go on the show. They must pay for a bunch of stuff or something. I don’t get it
"
5081,"[7/2/20, 6:07:34 PM] Joe: You judging the people is entertaining to me 🤷‍♂️ I think it’s funny the things you notice or point out to me. But yeah, real life is ok, on tv though 😬
"
5082,"[7/2/20, 6:08:43 PM] Joe: Hahah yeah that can happen. Even with phrases, you can start off saying something as a joke and eventually you’re really using the phrase haha
"
5083,"[7/2/20, 6:09:18 PM] Joe: I’m going to watch La Casa De Papel over and over until I understand everyone 😂
"
5084,"[7/2/20, 6:10:29 PM] Joe: Haha like when you were judging those ladies with the annoying voices. I don’t know how to describe it but you seem like such a nice person that when I hear you talk like that it makes me laugh
"
5085,"[7/2/20, 6:12:05 PM] Joe: Perfect haha
"
5086,"[7/2/20, 6:12:52 PM] Joe: Hahahah
"
5087,"[7/2/20, 6:13:05 PM] Joe: Mischievous
"
5088,"[7/2/20, 6:16:57 PM] Joe: Hahaha 😂
"
5089,"[7/2/20, 6:17:09 PM] Joe: She had to share with a video haha
"
5090,"[7/2/20, 6:21:32 PM] Joe: Hahaha yes her outfit is not very flattering on her
"
5091,"[7/2/20, 6:26:21 PM] Joe: Hahah if I ever judge you, the only conclusion I come to at the end is that you’re beautiful
"
5092,"[7/2/20, 6:27:00 PM] Joe: I enjoy it. Say whatever about whoever haha
"
5093,"‎[7/2/20, 6:27:47 PM] Joe: ‎GIF omitted
"
5094,"[7/2/20, 6:32:18 PM] Joe: I try to keep the “corniness” to a minimum haha
"
5095,"[7/2/20, 6:33:07 PM] Joe: But then you know when you hear me being corny that I really like you and I’m willing to sound dumb for you haha
"
5096,"[7/2/20, 6:33:51 PM] Joe: Hahaha damn this gif makes me think about how little I talked at first every time you send it 😂
"
5097,"[7/2/20, 6:38:48 PM] Joe: Hahah it’s rare for me to compliment too 😂 I guess you’ve noticed. Well in case I don’t say anything like that for a while, I’ll say it now, I think you’re beautiful and funny and smart. I love your attitude towards life and the fun we have just spending hours talking through WhatsApp haha. I think you’re the best
"
5098,"‎[7/2/20, 6:39:49 PM] Joe: ‎GIF omitted
"
5099,"[7/2/20, 6:40:58 PM] Joe: Hahahahah shiiiiit
"
5100,"[7/2/20, 6:41:07 PM] Joe: 😂 😂
"
5101,"[7/2/20, 6:41:11 PM] Joe: Whyyyyy hahaha
"
5102,"‎[7/2/20, 6:45:40 PM] Joe: ‎GIF omitted
"
5103,"[7/2/20, 6:45:48 PM] Joe: Vos haha
"
5104,"[7/2/20, 6:46:46 PM] Joe: But I also don’t get to this point with many girls. You did excellent work at the remote job of getting my attention hahah
"
5105,"[7/2/20, 6:47:48 PM] Joe: I seriously have no interest in girls at the moment besides you. Shit, before you messaged me I was very content being alone 🤷‍♂️ but something about you won me over
"
5106,"‎[7/2/20, 6:48:40 PM] Joe: ‎GIF omitted
"
5107,"[7/2/20, 6:51:29 PM] Joe: Hahah Mr Bean never fails!
"
5108,"‎[7/2/20, 6:52:55 PM] Joe: ‎GIF omitted
"
5109,"[7/2/20, 6:54:14 PM] Joe: Damn another one gets let down my Lore for me hahaa I feel special 😂
"
5110,"[7/2/20, 6:55:26 PM] Joe: Yeah I’m sure that’s a strange conversation haha glad you handle it well
"
5111,"[7/2/20, 6:57:30 PM] Joe: 😬
"
5112,"[7/2/20, 6:57:31 PM] Joe: Hahah
"
5113,"[7/2/20, 6:58:10 PM] Joe: Don’t worry you can tell me anything.
"
5114,"[7/2/20, 6:58:32 PM] Joe: I’m glad I haven’t had to have that conversation with anyone yet 🤣
"
5115,"[7/2/20, 7:00:05 PM] Joe: Hahaha well I doubt that I would ever have that conversation
"
5116,"[7/2/20, 7:00:27 PM] Joe: But I would tell you if I did.
"
5117,"[7/2/20, 7:00:58 PM] Joe: I would tell you anything that you should know. I trust you and I hope you trust me too at this point to be honest with you.
"
5118,"[7/2/20, 7:06:00 PM] Joe: Haha yeah pretty simple I guess
"
5119,"‎[7/2/20, 7:07:17 PM] Joe: ‎GIF omitted
"
5120,"[7/2/20, 7:08:35 PM] Joe: Hahaha I don’t know what to say 😂 but I think you’re great for telling them the truth and even for talking to me about it too. It’s just a little honesty that I can appreciate
"
5121,"[7/2/20, 7:12:29 PM] Joe: Hahahah
"
5122,"[7/2/20, 7:12:40 PM] Joe: Alright I’ll let you know. But it’s not happening.
"
5123,"[7/2/20, 7:12:48 PM] Joe: If you get tired of waiting, let me know haha
"
5124,"[7/2/20, 7:13:25 PM] Joe: Ok sleep well! I’ll talk to you later. Buenas noches babe 😘
"
5125,"[7/2/20, 7:15:40 PM] Joe: My meeting.m? With the guy? He never called!! He texted me at 2:15 asking if I was ready to get started, I texted back saying I was ready...and nothing
"
5126,"[7/2/20, 7:16:39 PM] Joe: Haha but me and you? We’re meeting babe. For sure. It’s happening. Anyway, get some sleep. Buenas nochesss
"
5127,"[7/2/20, 7:21:41 PM] Joe: Yeah he is being weird but the product looks legit. I sent you a link. They have an iOS and Android app too.
"
5128,"[7/2/20, 7:22:06 PM] Joe: We’ll see what happens. I don’t understand either haha
"
5129,"[7/2/20, 7:22:36 PM] Joe: I’ll contact him tomorrow since I’m off all day.
"
5130,"[7/2/20, 7:22:55 PM] Joe: But you get some sleep we’ll talk later
"
5131,"[7/2/20, 7:23:16 PM] Joe: 🤷‍♂️ I’ll call him
"
5132,"[7/2/20, 7:24:22 PM] Joe: It’s always text or email that he has been unreliable. He can’t avoid me on the phone. But we just talked on the phone yesterday and it seemed like we were going to start today. Whatever.
"
5133,"[7/2/20, 7:25:02 PM] Joe: I’ll figure it out
"
5134,"[7/2/20, 7:25:17 PM] Joe: Last chance for him haha
"
5135,"[7/2/20, 7:25:55 PM] Joe: It did give me more time to study up on what I need to know so that’s good but yeah, tomorrow is his last chance haha
"
